scorer,lms,lms,lms,lms,lms,lms,lms,lms,lms,lms
bodyparts,snout,snout,mandible,mandible,back,back,abdomen,abdomen,tailbase,tailbase
coords,x,y,x,y,x,y,x,y,x,y
labeled-data/nicotine_101921_shrew1/img01380.png,680.8598619213744,408.739482864765,627.8564319427751,408.07693999003254,408.7368088887014,257.80975634174325,364.1643677992437,396.81371111958015,245.56919322212784,404.76422561637
labeled-data/nicotine_101921_shrew1/img01381.png,683.5100334203044,407.41439711530006,635.806946439565,408.07693999003254,411.9194743463776,260.99242179941956,360.1891105508488,400.12642549324266,245.56919322212784,404.76422561637
labeled-data/nicotine_101921_shrew1/img01382.png,686.1602049192343,406.08931136583504,639.1196608132274,407.41439711530006,411.9194743463776,264.17508725709587,358.86402480138383,402.7765969921726,245.56919322212784,404.76422561637
labeled-data/nicotine_101921_shrew1/img01383.png,689.4729192928967,403.43913986690507,641.1072894374248,406.7518542405675,411.2829412548424,263.53855416556064,360.1631007676516,404.12769252483486,245.56919322212784,404.76422561637
labeled-data/nicotine_101921_shrew1/img01384.png,689.4729192928967,403.43913986690507,639.7822036879598,407.4143971153,410.6203983801099,262.9540406404198,359.5265676761163,404.7642256163701,245.56919322212784,404.76422561637
labeled-data/nicotine_101921_shrew1/img01385.png,684.1725762950367,406.08931136583504,635.8935651651263,407.4143971153,411.8674547799832,260.9404022330251,361.51419630031376,402.1140541174401,245.56919322212784,404.76422561637
labeled-data/nicotine_101921_shrew1/img01386.png,680.1973190466418,407.41439711530006,631.1691463164375,407.4143971153,409.24329306425045,258.2642209508979,362.17673917504624,397.4762539943127,245.56919322212784,404.76422561637
labeled-data/nicotine_101921_shrew1/img01387.png,677.5471475477118,408.0769399900326,627.8564319427749,406.7518542405675,410.54236903051833,256.27659232670044,362.17673917504624,392.83845387118527,245.56919322212784,404.76422561637
labeled-data/nicotine_101921_shrew1/img01388.png,677.5471475477118,408.0769399900326,627.8564319427749,406.7518542405675,409.90583593898305,257.54965850977095,361.51419630031376,390.772795897396,245.56919322212784,404.76422561637
labeled-data/nicotine_101921_shrew1/img01389.png,682.1849476708392,405.4267684911026,627.8564319427749,406.7518542405675,411.2049119052508,260.8883826666307,362.78726248338427,390.772795897396,244.89070681319592,404.0857392074381
labeled-data/nicotine_101921_shrew1/img01415.png,688.1478335434316,398.1387968690452,635.8069464395647,395.48862537011513,399.27914016006594,239.12850693324748,373.43996804549863,376.27488200287297,259.4825935915102,398.1387968690451
labeled-data/nicotine_101921_shrew1/img01416.png,692.7856336665591,394.2705627064066,639.1196608132271,394.82608249538265,402.00734100858756,238.46596405851494,378.077768168626,376.27488200287297,258.12562077364635,398.81728327797697
labeled-data/nicotine_101921_shrew1/img01417.png,,,647.6256950989932,391.7274142932327,403.99496963278506,241.70064908258564,374.84308314455524,379.6136061597327,257.44713436471443,399.49576968690883
labeled-data/nicotine_101921_shrew1/img01418.png,704.711405411744,381.575225000733,651.045432558412,390.85082524698765,403.2543974084608,247.07902143003736,372.11488229603356,386.8755679985928,254.8447934683827,401.45151124270757
labeled-data/nicotine_101921_shrew1/img01419.png,708.5796395743826,384.43944267117547,654.3377425718796,391.6203912074764,404.7615516403064,253.75646974375672,372.0888725128363,394.0595004878612,250.77387501479137,401.45151124270757
labeled-data/nicotine_101921_shrew1/img01420.png,708.0241197854064,385.5504822491279,657.0083184310045,395.48862537011513,409.24329306425034,259.6153164835602,370.30932215421683,396.0991486784533,250.20699334525528,402.77659699217253
labeled-data/nicotine_101921_shrew1/img01421.png,706.0364911612089,392.8384538711853,655.0206898068069,399.4638826185101,407.94421709798263,259.0047931752222,371.5303687708929,388.20065374805785,247.50899124372705,402.08216704904123
labeled-data/nicotine_101921_shrew1/img01422.png,702.0612339128139,396.59966494806775,646.6216786067971,401.45151124270757,406.6711509149121,252.40537421109445,375.5836553688794,378.9250535018029,254.1822505936502,398.8013397437776
labeled-data/nicotine_101921_shrew1/img01423.png,693.0200841982665,399.57090570426647,641.4283586946933,401.45151124270757,400.01971238439,245.1174025890371,380.44183205238636,374.41730229466157,260.8714534777728,399.44793908431063
labeled-data/nicotine_101921_shrew1/img01424.png,687.2712444971867,400.8959914537315,635.8069464395646,398.8013397437776,395.3559024780653,237.14087830904998,381.79292758504863,367.9219224633229,268.19131216822893,396.03956350545167
labeled-data/nicotine_101921_shrew1/img01425.png,689.3658962071404,398.35284304055773,635.1444035648321,394.82608249538265,391.9911685380083,231.17799243645754,382.48148024297836,360.7639997572517,268.111594497232,393.4691096775188
labeled-data/nicotine_101921_shrew1/img01426.png,,,,,395.3038829116708,229.85290668699253,383.65050729325986,361.16644480001196,267.46499515669893,391.4655375191219
labeled-data/nicotine_101921_shrew1/img01427.png,,,,,397.95405441060075,235.71175342679595,377.25916659470994,368.37638707247754,258.835994250977,392.8225103369856
labeled-data/nicotine_101921_shrew1/img01428.png,710.0117484096039,375.4205954537992,656.0581600447606,383.4669817877596,398.6165972853332,243.1037641816423,373.4399680454984,379.5875963765355,250.15916274265703,393.4850532117181
labeled-data/nicotine_101921_shrew1/img01429.png,709.1574618605302,370.87866716784237,659.3708744184229,382.7085670758566,396.6289686611358,251.71682155316466,367.9575565652579,392.9164832207771,250.91736682258596,399.38416494751283
labeled-data/nicotine_101921_shrew1/img01430.png,710.0117484096039,368.9869103808154,659.5626180927641,384.8879393743953,392.6537114127408,259.6673360499546,364.29441671522983,398.112787085848,250.2388804136541,403.4550834011042
labeled-data/nicotine_101921_shrew1/img01431.png,705.3739482864764,372.2996247544779,656.3457755562722,388.2006537480577,392.75775054552986,257.7317269921516,358.48758954182085,390.16227258905815,248.2034211868584,402.09811058324044
labeled-data/nicotine_101921_shrew1/img01432.png,703.386319662279,377.5999677523379,646.6866879613349,388.86319662279016,392.6537114127408,253.62642082777052,362.20274895824343,382.97834009978976,249.56039400472213,401.4196241743085
labeled-data/nicotine_101921_shrew1/img01433.png,,,636.8444166775182,388.95906845996075,384.1186833908101,247.74156430476978,365.48945354870875,376.93742487760557,253.63131245831357,400.74113776537666
labeled-data/nicotine_101921_shrew1/img01434.png,687.9560898690903,387.6254227250341,627.1938890680425,390.1882823722551,377.4152252938935,238.46596405851494,368.72413857277957,372.8321187132245,261.4702222157076,396.8137111195799
labeled-data/nicotine_101921_shrew1/img01435.png,681.7141484704479,388.6714529484489,617.5348014731053,390.1882823722551,372.77742517076604,232.5030781859225,370.7117671969771,368.2463381564916,266.2196270782308,394.7782518927843
labeled-data/nicotine_101921_shrew1/img01436.png,682.8474905455716,384.2253964996627,616.0179720492991,387.1546235246427,368.9582266215545,229.32041272824625,367.52910173930087,361.72494854195554,267.57659989609465,394.09976548385237
labeled-data/nicotine_101921_shrew1/img01437.png,683.7976489318158,375.3247236166285,615.259557337396,381.3834813263915,369.54274014669534,226.64423144611908,366.15199642344135,364.3491102576883,266.2515141466298,396.71804991438347
labeled-data/nicotine_101921_shrew1/img01438.png,,,,,374.102510920231,233.16562106065498,360.3971888164269,370.89650965542154,252.29028317464926,397.41247985751477
labeled-data/nicotine_101921_shrew1/img01439.png,695.4358051654888,363.02402450822296,631.6399455168288,378.8291816646323,373.46597782869577,239.86907915757155,352.849119362397,381.445176084747,243.6293952005287,401.4515112427073
labeled-data/nicotine_101921_shrew1/img01440.png,694.1107194160238,366.3367388818854,629.3647013811195,379.5875963765353,373.28390934631506,245.85797481336124,352.23859605405903,390.850825246988,242.95090879159685,403.486970469503
labeled-data/nicotine_101921_shrew1/img01441.png,687.4852906686989,368.98691038081546,628.2313593059957,381.57522500073276,374.102510920231,249.06665005423469,353.51166223712954,391.4873583385232,241.65771011053064,403.3913092643065
labeled-data/nicotine_101921_shrew1/img01442.png,684.268448132207,376.56249751438463,625.6770596442364,386.97143983576325,374.7650537949635,250.39173580369965,355.55131042772143,384.8879393743956,239.62225088373495,402.7128228553746
labeled-data/nicotine_101921_shrew1/img01443.png,679.5347761719089,384.22539649966274,621.8935460701827,392.1759109964526,374.7650537949635,249.72919292896717,353.563681803524,379.5875963765357,239.622250883735,401.35585003751083
labeled-data/nicotine_101921_shrew1/img01444.png,678.8722332971764,388.86319662279016,616.5932030723228,394.8260824953826,372.77742517076604,245.09139280583975,356.05779460327057,373.65072028714053,243.5815645979305,401.4515112427073
labeled-data/nicotine_101921_shrew1/img01480.png,673.5718902993166,380.2501392512678,589.4289452082907,386.8755679985927,348.21131923926936,227.15071562166804,355.3952517285379,363.6865673829559,249.00945586938568,400.7730248337754
labeled-data/nicotine_101921_shrew1/img01481.png,674.2344331740491,370.21612429310983,588.4787868220463,381.6625368524417,352.2385960540588,229.85290668699247,356.6683179116084,364.9596335660264,246.29551023365806,400.09453842484345
labeled-data/nicotine_101921_shrew1/img01482.png,677.6280866830942,364.18723198692294,589.6356215844199,382.8577970038531,356.38501407533596,232.4169449057295,359.2144502777495,366.2326997490969,242.5003591492472,401.4515112427073
labeled-data/nicotine_101921_shrew1/img01483.png,679.5049107683329,360.5104345945211,591.8724403310913,381.7393876305174,359.7402421953431,237.19989601854195,361.6059258341557,371.0156508619093,237.54959476684817,402.12999765163914
labeled-data/nicotine_101921_shrew1/img01484.png,675.7512625978554,358.2736158478496,589.9571908568146,373.8336712390917,361.16796518814846,241.67353351188484,361.7605826438905,373.88900270011607,236.8711083579163,401.4515112427073
labeled-data/nicotine_101921_shrew1/img01485.png,,,585.8435480249045,370.4784431190846,361.6498414699489,244.39222854035665,357.30485100314377,376.1258214467874,235.5513394647049,400.77302483377537
labeled-data/nicotine_101921_shrew1/img01486.png,,,,,358.94905229407306,248.86586603369943,350.4576438059907,379.17173594732486,234.19436664684113,402.12999765163914
